period_id,TimeStep,weight
0,0,8.0
0,1,8.0
0,2,8.0
0,3,8.0
0,4,8.0
0,5,8.0
0,6,8.0
0,7,8.0
0,8,8.0
0,9,8.0
0,10,8.0
0,11,8.0
0,12,8.0
0,13,8.0
0,14,8.0
0,15,8.0
0,16,8.0
0,17,8.0
0,18,8.0
0,19,8.0
0,20,8.0
0,21,8.0
0,22,8.0
0,23,8.0
0,24,8.0
0,25,8.0
0,26,8.0
0,27,8.0
0,28,8.0
0,29,8.0
0,30,8.0
0,31,8.0
0,32,8.0
0,33,8.0
0,34,8.0
0,35,8.0
0,36,8.0
0,37,8.0
0,38,8.0
0,39,8.0
0,40,8.0
0,41,8.0
0,42,8.0
0,43,8.0
0,44,8.0
0,45,8.0
0,46,8.0
0,47,8.0
0,48,8.0
0,49,8.0
0,50,8.0
0,51,8.0
0,52,8.0
0,53,8.0
0,54,8.0
0,55,8.0
0,56,8.0
0,57,8.0
0,58,8.0
0,59,8.0
0,60,8.0
0,61,8.0
0,62,8.0
0,63,8.0
0,64,8.0
0,65,8.0
0,66,8.0
0,67,8.0
0,68,8.0
0,69,8.0
0,70,8.0
0,71,8.0
0,72,8.0
0,73,8.0
0,74,8.0
0,75,8.0
0,76,8.0
0,77,8.0
0,78,8.0
0,79,8.0
0,80,8.0
0,81,8.0
0,82,8.0
0,83,8.0
0,84,8.0
0,85,8.0
0,86,8.0
0,87,8.0
0,88,8.0
0,89,8.0
0,90,8.0
0,91,8.0
0,92,8.0
0,93,8.0
0,94,8.0
0,95,8.0
0,96,8.0
0,97,8.0
0,98,8.0
0,99,8.0
0,100,8.0
0,101,8.0
0,102,8.0
0,103,8.0
0,104,8.0
0,105,8.0
0,106,8.0
0,107,8.0
0,108,8.0
0,109,8.0
0,110,8.0
0,111,8.0
0,112,8.0
0,113,8.0
0,114,8.0
0,115,8.0
0,116,8.0
0,117,8.0
0,118,8.0
0,119,8.0
0,120,8.0
0,121,8.0
0,122,8.0
0,123,8.0
0,124,8.0
0,125,8.0
0,126,8.0
0,127,8.0
0,128,8.0
0,129,8.0
0,130,8.0
0,131,8.0
0,132,8.0
0,133,8.0
0,134,8.0
0,135,8.0
0,136,8.0
0,137,8.0
0,138,8.0
0,139,8.0
0,140,8.0
0,141,8.0
0,142,8.0
0,143,8.0
0,144,8.0
0,145,8.0
0,146,8.0
0,147,8.0
0,148,8.0
0,149,8.0
0,150,8.0
0,151,8.0
0,152,8.0
0,153,8.0
0,154,8.0
0,155,8.0
0,156,8.0
0,157,8.0
0,158,8.0
0,159,8.0
0,160,8.0
0,161,8.0
0,162,8.0
0,163,8.0
0,164,8.0
0,165,8.0
0,166,8.0
0,167,8.0
1,0,12.142857142857142
1,1,12.142857142857142
1,2,12.142857142857142
1,3,12.142857142857142
1,4,12.142857142857142
1,5,12.142857142857142
1,6,12.142857142857142
1,7,12.142857142857142
1,8,12.142857142857142
1,9,12.142857142857142
1,10,12.142857142857142
1,11,12.142857142857142
1,12,12.142857142857142
1,13,12.142857142857142
1,14,12.142857142857142
1,15,12.142857142857142
1,16,12.142857142857142
1,17,12.142857142857142
1,18,12.142857142857142
1,19,12.142857142857142
1,20,12.142857142857142
1,21,12.142857142857142
1,22,12.142857142857142
1,23,12.142857142857142
1,24,12.142857142857142
1,25,12.142857142857142
1,26,12.142857142857142
1,27,12.142857142857142
1,28,12.142857142857142
1,29,12.142857142857142
1,30,12.142857142857142
1,31,12.142857142857142
1,32,12.142857142857142
1,33,12.142857142857142
1,34,12.142857142857142
1,35,12.142857142857142
1,36,12.142857142857142
1,37,12.142857142857142
1,38,12.142857142857142
1,39,12.142857142857142
1,40,12.142857142857142
1,41,12.142857142857142
1,42,12.142857142857142
1,43,12.142857142857142
1,44,12.142857142857142
1,45,12.142857142857142
1,46,12.142857142857142
1,47,12.142857142857142
1,48,12.142857142857142
1,49,12.142857142857142
1,50,12.142857142857142
1,51,12.142857142857142
1,52,12.142857142857142
1,53,12.142857142857142
1,54,12.142857142857142
1,55,12.142857142857142
1,56,12.142857142857142
1,57,12.142857142857142
1,58,12.142857142857142
1,59,12.142857142857142
1,60,12.142857142857142
1,61,12.142857142857142
1,62,12.142857142857142
1,63,12.142857142857142
1,64,12.142857142857142
1,65,12.142857142857142
1,66,12.142857142857142
1,67,12.142857142857142
1,68,12.142857142857142
1,69,12.142857142857142
1,70,12.142857142857142
1,71,12.142857142857142
1,72,12.142857142857142
1,73,12.142857142857142
1,74,12.142857142857142
1,75,12.142857142857142
1,76,12.142857142857142
1,77,12.142857142857142
1,78,12.142857142857142
1,79,12.142857142857142
1,80,12.142857142857142
1,81,12.142857142857142
1,82,12.142857142857142
1,83,12.142857142857142
1,84,12.142857142857142
1,85,12.142857142857142
1,86,12.142857142857142
1,87,12.142857142857142
1,88,12.142857142857142
1,89,12.142857142857142
1,90,12.142857142857142
1,91,12.142857142857142
1,92,12.142857142857142
1,93,12.142857142857142
1,94,12.142857142857142
1,95,12.142857142857142
1,96,12.142857142857142
1,97,12.142857142857142
1,98,12.142857142857142
1,99,12.142857142857142
1,100,12.142857142857142
1,101,12.142857142857142
1,102,12.142857142857142
1,103,12.142857142857142
1,104,12.142857142857142
1,105,12.142857142857142
1,106,12.142857142857142
1,107,12.142857142857142
1,108,12.142857142857142
1,109,12.142857142857142
1,110,12.142857142857142
1,111,12.142857142857142
1,112,12.142857142857142
1,113,12.142857142857142
1,114,12.142857142857142
1,115,12.142857142857142
1,116,12.142857142857142
1,117,12.142857142857142
1,118,12.142857142857142
1,119,12.142857142857142
1,120,12.142857142857142
1,121,12.142857142857142
1,122,12.142857142857142
1,123,12.142857142857142
1,124,12.142857142857142
1,125,12.142857142857142
1,126,12.142857142857142
1,127,12.142857142857142
